;longitude;latitude;housing_median_age;total_rooms;total_bedrooms;population;households;median_income;median_house_value;ocean_proximity;people_per_household;rooms_per_person;beds_per_room
14497;-117,23;32,86;16;1200;468;648;443;3,045;100000;NEAR OCEAN;1,46275395;1,851851852;0,39
19980;-119,33;36,19;27;418;163;332;141;1,0714;63800;INLAND;2,354609929;1,259036145;0,389952153
10819;-117,92;33,65;28;1087;423;807;425;0,9702;225400;<1H OCEAN;1,898823529;1,346964064;0,389144434
8486;-118,29;33,9;27;1013;394;1067;400;1,7714;159400;<1H OCEAN;2,6675;0,949390815;0,388943731
12475;-121,49;38,59;20;463;180;486;190;1,0313;85000;INLAND;2,557894737;0,952674897;0,388768898
15732;-122,43;37,78;2;1205;468;577;363;3,6437;275000;NEAR BAY;1,58953168;2,088388215;0,388381743
10212;-117,91;33,87;29;1121;435;762;276;2,5;143800;<1H OCEAN;2,760869565;1,471128609;0,388046387
4944;-118,28;34,02;46;1098;426;1510;374;2,1382;156300;<1H OCEAN;4,037433155;0,727152318;0,387978142
6658;-118,12;34,15;19;557;216;673;212;2,1763;168800;<1H OCEAN;3,174528302;0,827637444;0,387791741
10906;-117,85;33,74;26;2589;1003;5756;983;2,1992;170800;<1H OCEAN;5,855544252;0,449791522;0,387408266
10948;-117,87;33,75;12;2782;1077;1968;795;0,971;102500;<1H OCEAN;2,475471698;1,413617886;0,38713156
8248;-118,19;33,78;29;1013;392;1083;316;1,8438;162500;NEAR OCEAN;3,42721519;0,935364728;0,386969398
8906;-118,48;34,02;22;1249;483;1106;481;2,5261;375000;<1H OCEAN;2,299376299;1,129294756;0,386709367
4534;-118,22;34,03;45;554;214;888;218;1,8125;139600;<1H OCEAN;4,073394495;0,623873874;0,386281588
2800;-117,02;36,4;19;619;239;490;164;2,1;14999;INLAND;2,987804878;1,263265306;0,386106624
11737;-121,13;38,87;48;1127;435;530;186;3,0917;128100;INLAND;2,849462366;2,126415094;0,385980479
4529;-118,22;34,04;43;798;308;1417;325;1,4189;141700;<1H OCEAN;4,36;0,563161609;0,385964912
20349;-119,05;34,13;12;57;22;69;15;5,0066;275000;NEAR OCEAN;4,6;0,826086957;0,385964912
14265;-117,12;32,69;46;200;77;180;65;1,0658;93800;NEAR OCEAN;2,769230769;1,111111111;0,385
18191;-122,01;37,39;26;2500;962;2374;879;3,5586;222200;<1H OCEAN;2,700796359;1,053074979;0,3848
4817;-118,29;34,05;40;907;349;1426;323;1,8571;143800;<1H OCEAN;4,414860681;0,636044881;0,384785006
8210;-118,17;33,79;30;1349;519;2646;552;1,9318;115900;NEAR OCEAN;4,793478261;0,509826153;0,384729429
4876;-118,28;34,03;26;2107;809;2821;572;0,844;350000;<1H OCEAN;4,931818182;0,746898263;0,383958234
7484;-118,22;33,93;30;443;170;903;189;2,1964;125000;<1H OCEAN;4,777777778;0,490586932;0,383747178
4649;-118,31;34,06;31;2827;1084;3107;993;2,0278;360000;<1H OCEAN;3,128902316;0,909880914;0,383445348
8229;-118,19;33,77;35;1574;603;820;514;1,2321;137500;NEAR OCEAN;1,595330739;1,919512195;0,383100381
3843;-118,44;34,18;17;1546;592;2423;556;2,1977;154200;<1H OCEAN;4,357913669;0,638052002;0,382923674
10892;-117,85;33,73;28;1499;574;3328;595;2,4539;115000;<1H OCEAN;5,593277311;0,450420673;0,382921948
10900;-117,86;33,75;6;1565;599;3157;629;2,9271;123200;<1H OCEAN;5,019077901;0,495723788;0,382747604
10195;-117,93;33,87;10;1277;488;730;417;1,4803;137500;<1H OCEAN;1,75059952;1,749315068;0,382145654
5620;-118,26;33,78;35;1239;473;1524;387;2,0956;154700;NEAR OCEAN;3,937984496;0,812992126;0,381759483
4641;-118,29;34,06;23;2040;778;2235;697;1,9309;233300;<1H OCEAN;3,206599713;0,912751678;0,381372549
4889;-118,26;34,02;41;848;323;1428;313;1,5603;109600;<1H OCEAN;4,562300319;0,593837535;0,380896226
4868;-118,28;34,04;20;1193;454;1880;453;2,1806;180000;<1H OCEAN;4,150110375;0,634574468;0,380553227
15815;-122,42;37,76;46;2150;817;2075;807;1,3824;212500;NEAR BAY;2,571251549;1,036144578;0,38
2049;-119,73;36,72;26;2645;1005;1660;991;0,6991;89500;INLAND;1,675075681;1,593373494;0,379962193
4340;-118,29;34,08;34;479;182;557;170;1,525;210000;<1H OCEAN;3,276470588;0,859964093;0,379958246
17062;-122,22;37,48;34;1541;584;1564;558;2,56;250000;NEAR OCEAN;2,802867384;0,985294118;0,378974692
4943;-118,28;34,01;46;441;167;621;144;1,8824;162500;<1H OCEAN;4,3125;0,710144928;0,378684807
3707;-118,39;34,19;23;1875;710;2555;657;2,0968;162500;<1H OCEAN;3,888888889;0,733855186;0,378666667
14330;-117,16;32,72;27;1245;471;653;451;1,2668;225000;NEAR OCEAN;1,44789357;1,906584992;0,378313253
7228;-118,16;34,01;37;690;261;952;255;1,6354;158900;<1H OCEAN;3,733333333;0,724789916;0,37826087
10217;-117,89;33,88;15;1655;626;1549;582;1,9127;175000;<1H OCEAN;2,661512027;1,068431246;0,378247734
4494;-118,22;34,05;36;1243;470;1668;444;1,0714;137500;<1H OCEAN;3,756756757;0,745203837;0,378117458
8392;-118,37;33,95;35;924;349;1376;358;2,2297;262500;<1H OCEAN;3,843575419;0,671511628;0,377705628
5813;-118,26;34,13;37;196;74;194;68;1,2188;218800;<1H OCEAN;2,852941176;1,010309278;0,37755102
9787;-121,62;36,14;25;726;274;411;214;3,2375;450000;NEAR OCEAN;1,920560748;1,766423358;0,377410468
4563;-118,26;34,06;15;326;123;490;105;1,4886;175000;<1H OCEAN;4,666666667;0,665306122;0,377300613
4312;-118,32;34,09;28;2173;819;2548;763;1,879;218800;<1H OCEAN;3,339449541;0,852825746;0,376898297
4643;-118,3;34,06;21;3960;1490;3468;1335;1,8214;475000;<1H OCEAN;2,597752809;1,141868512;0,376262626
19548;-120,99;37,63;21;319;120;276;85;2,4792;60000;INLAND;3,247058824;1,155797101;0,376175549
10216;-117,88;33,88;15;957;360;615;370;3,0263;162500;<1H OCEAN;1,662162162;1,556097561;0,376175549
2582;-124,08;40,86;18;1287;484;805;502;1,1157;150000;NEAR OCEAN;1,603585657;1,598757764;0,376068376
4871;-118,28;34,03;40;2118;796;2195;658;1,7976;164600;<1H OCEAN;3,335866261;0,964920273;0,375826251
4254;-118,35;34,1;18;7432;2793;3596;2270;2,8036;225000;<1H OCEAN;1,584140969;2,066740823;0,37580732
4501;-118,21;34,05;28;950;357;1485;345;1,9271;136400;<1H OCEAN;4,304347826;0,63973064;0,375789474
8224;-118,19;33,78;21;2741;1029;2924;969;1,3274;218800;NEAR OCEAN;3,01754386;0,937414501;0,375410434
5302;-118,45;34,06;20;3367;1264;2667;1131;2,2444;500000;<1H OCEAN;2,358090186;1,262467192;0,375408375
8240;-118,18;33,77;36;1833;688;1128;620;1,1483;112500;NEAR OCEAN;1,819354839;1,625;0,375340971
4395;-118,28;34,08;42;997;374;982;372;2,9423;200000;<1H OCEAN;2,639784946;1,015274949;0,375125376
15778;-122,4;37,78;32;352;132;313;105;2,5742;350000;NEAR BAY;2,980952381;1,124600639;0,375
13882;-115,75;35,23;5;208;78;132;56;2,5333;75000;INLAND;2,357142857;1,575757576;0,375
4815;-118,28;34,04;39;1155;433;1857;424;2,1696;153400;<1H OCEAN;4,379716981;0,621970921;0,374891775
17060;-122,21;37,49;24;2528;947;2437;861;2,2746;225000;NEAR BAY;2,830429733;1,037340993;0,37460443
7273;-118,23;33,98;30;2562;959;3909;955;1,9929;150600;<1H OCEAN;4,093193717;0,655410591;0,37431694
4968;-118,29;34,01;30;1385;518;1730;472;1,0539;142500;<1H OCEAN;3,665254237;0,800578035;0,37400722
76;-122,28;37,81;17;1237;462;762;439;0,9241;177500;NEAR BAY;1,735763098;1,62335958;0,373484236
4233;-118,3;34,1;37;5305;1980;3895;1874;2,0672;283300;<1H OCEAN;2,078441836;1,362002567;0,373232799
16175;-121,28;37,96;28;1942;724;1618;638;0,9365;52500;INLAND;2,536050157;1,200247219;0,372811535
4843;-118,29;34,03;22;3313;1235;2381;1063;0,7473;168800;<1H OCEAN;2,239887112;1,391432171;0,372773921
11173;-117,96;33,83;18;2067;770;870;541;3,1315;137500;<1H OCEAN;1,608133087;2,375862069;0,372520561
4869;-118,28;34,05;44;1273;474;1754;460;1,6037;275000;<1H OCEAN;3,813043478;0,725769669;0,372348782
8412;-118,34;33,94;36;2796;1041;4033;944;2,4886;160700;<1H OCEAN;4,272245763;0,693280436;0,372317597
7309;-118,19;33,99;35;1172;436;1741;408;2,4596;154700;<1H OCEAN;4,267156863;0,673176335;0,372013652
2734;-115,56;32,79;18;1178;438;1377;429;1,3373;58300;INLAND;3,20979021;0,855482934;0,371816638
4420;-118,26;34,08;45;2225;827;2699;792;1,9209;179200;<1H OCEAN;3,407828283;0,8243794;0,371685393
4259;-118,34;34,11;51;937;348;527;333;4,3571;468800;<1H OCEAN;1,582582583;1,777988615;0,371398079
4611;-118,29;34,07;19;3013;1118;2465;1008;2,5386;290600;<1H OCEAN;2,445436508;1,222312373;0,371058745
4279;-118,31;34,09;28;720;267;891;265;1,8977;100000;<1H OCEAN;3,362264151;0,808080808;0,370833333
4166;-118,2;34,11;36;1441;534;1809;500;2,1793;185700;<1H OCEAN;3,618;0,796572692;0,370575989
16319;-121,32;37,98;20;1591;589;1916;536;1,3531;94600;INLAND;3,574626866;0,830375783;0,370207417
4561;-118,26;34,04;6;1529;566;1051;473;2,462;162500;<1H OCEAN;2,221987315;1,454804948;0,370176586
5609;-118,3;33,8;8;1115;412;1472;396;3,1392;146200;<1H OCEAN;3,717171717;0,757472826;0,369506726
12516;-121,47;38,55;48;1091;403;926;336;1,1458;65400;INLAND;2,755952381;1,178185745;0,369385885
17524;-121,89;37,33;6;1495;552;1087;557;2,8798;225000;<1H OCEAN;1,951526032;1,375344986;0,369230769
4343;-118,3;34,08;32;2880;1063;3646;1028;2,3846;258300;<1H OCEAN;3,546692607;0,789906747;0,369097222
12484;-121,49;38,57;49;1334;492;634;421;1,7568;93800;INLAND;1,505938242;2,104100946;0,368815592
4417;-118,26;34,08;50;1791;660;2183;675;1,7945;166700;<1H OCEAN;3,234074074;0,8204306;0,368509213
4285;-118,32;34,1;31;622;229;597;227;1,5284;200000;<1H OCEAN;2,629955947;1,041876047;0,368167203
17475;-119,86;34,41;24;1576;580;1630;531;1,24;325000;NEAR OCEAN;3,069679849;0,966871166;0,368020305
10247;-117,87;33,89;17;1441;530;769;456;2,425;171700;<1H OCEAN;1,686403509;1,873862159;0,367800139
18329;-122,16;37,45;19;2207;810;1304;775;2,1406;402500;NEAR BAY;1,682580645;1,692484663;0,367014046
17205;-119,72;34,43;33;1028;377;753;356;2,3454;243800;<1H OCEAN;2,115168539;1,365205843;0,366731518
4304;-118,3;34,09;29;3245;1190;3906;1102;2,1927;253300;<1H OCEAN;3,54446461;0,830773169;0,366718028
5019;-118,33;34;24;873;320;529;308;0,9304;151600;<1H OCEAN;1,717532468;1,650283554;0,366552119
15782;-122,39;37,78;5;1405;515;725;392;3,6037;187500;NEAR BAY;1,849489796;1,937931034;0,366548043
10947;-117,86;33,75;13;1632;598;3356;659;1,5054;137500;<1H OCEAN;5,092564492;0,486293206;0,366421569
7425;-118,21;33,96;48;284;104;422;119;1,2826;145500;<1H OCEAN;3,546218487;0,672985782;0,366197183
4436;-118,21;34,08;39;986;361;1347;299;2,2907;133900;<1H OCEAN;4,505016722;0,73199703;0,366125761
10945;-117,87;33,75;18;697;255;812;221;2,6635;162500;<1H OCEAN;3,674208145;0,858374384;0,365853659
4392;-118,27;34,07;27;1190;435;1795;422;1,7016;160000;<1H OCEAN;4,253554502;0,662952646;0,365546218
11530;-118,08;33,76;26;996;364;366;313;1,2813;46700;<1H OCEAN;1,169329073;2,721311475;0,365461847
9253;-120,05;36,95;31;696;254;913;248;1,4;52500;INLAND;3,681451613;0,762322015;0,364942529
8463;-118,34;33,91;12;9975;3638;7429;3405;2,6689;192300;<1H OCEAN;2,181791483;1,342710997;0,364711779
10816;-117,92;33,65;15;1309;477;1330;424;3,4417;182500;<1H OCEAN;3,136792453;0,984210526;0,364400306
19549;-121;37,62;28;1153;420;1043;357;1,0801;75000;INLAND;2,921568627;1,105465005;0,364267129
4570;-118,27;34,07;42;1175;428;1593;407;2,3438;213300;<1H OCEAN;3,914004914;0,737602009;0,364255319
12374;-116,46;33,78;25;1137;414;604;240;1,3801;55000;INLAND;2,516666667;1,882450331;0,364116095
4272;-118,33;34,1;45;1913;696;1552;611;2,0888;237500;<1H OCEAN;2,5400982;1,232603093;0,363826451
3708;-118,39;34,2;19;2012;732;3483;731;2,2234;181300;<1H OCEAN;4,764705882;0,577662934;0,363817097
6345;-117,74;34,06;4;1391;506;727;369;1,4722;137500;INLAND;1,970189702;1,913342503;0,363767074
4305;-118,3;34,09;25;2345;852;2860;862;1,4497;205600;<1H OCEAN;3,317865429;0,81993007;0,363326226
95;-122,27;37,8;39;1715;623;1327;467;1,8477;179200;NEAR BAY;2,841541756;1,292388847;0,363265306
7294;-118,23;33,98;35;1366;496;2160;497;2,2059;150000;<1H OCEAN;4,346076459;0,632407407;0,363103953
3844;-118,45;34,19;11;2479;900;2466;855;2,2264;181300;<1H OCEAN;2,884210526;1,005271695;0,363049617
16856;-122,43;37,63;15;2748;997;1447;901;3,5214;144200;NEAR OCEAN;1,605993341;1,899101589;0,362809316
10773;-117,91;33,65;24;885;321;590;254;2,625;217900;<1H OCEAN;2,322834646;1,5;0,362711864
14316;-117,15;32,7;50;475;172;483;120;1,3657;162500;NEAR OCEAN;4,025;0,983436853;0,362105263
12672;-121,42;38,56;21;2066;748;2548;734;1,3571;55000;INLAND;3,471389646;0,810832025;0,362052275
17525;-121,88;37,33;36;1904;689;3561;632;2,0972;187500;<1H OCEAN;5,634493671;0,534681269;0,361869748
4331;-118,31;34,08;31;2275;823;2189;720;1,7542;287500;<1H OCEAN;3,040277778;1,039287346;0,361758242
173;-122,25;37,8;36;1678;606;1645;543;2,2303;116700;NEAR BAY;3,02946593;1,02006079;0,361144219
14894;-117,08;32,59;30;144;52;220;48;2,3929;134400;NEAR OCEAN;4,583333333;0,654545455;0,361111111
4333;-118,31;34,08;23;1443;521;1264;450;2,7543;220000;<1H OCEAN;2,808888889;1,141613924;0,361053361
4647;-118,31;34,06;34;1848;667;1351;589;2,0547;410000;<1H OCEAN;2,293718166;1,367875648;0,360930736
4760;-118,34;34,04;37;1466;529;1835;500;1,7014;123200;<1H OCEAN;3,67;0,798910082;0,360845839
4818;-118,29;34,04;48;1353;488;1945;487;2,4359;123700;<1H OCEAN;3,993839836;0,69562982;0,36067997
14168;-117,06;32,76;24;1629;587;1012;488;1,7452;156800;NEAR OCEAN;2,073770492;1,609683794;0,360343769
5298;-118,44;34,07;21;730;263;965;224;2,0511;350000;<1H OCEAN;4,308035714;0,756476684;0,360273973
17128;-122,14;37,46;27;5580;2009;4165;1763;2,4375;189000;NEAR BAY;2,362450369;1,339735894;0,360035842
17401;-120,45;34,95;7;1479;532;1057;459;2,2538;162500;<1H OCEAN;2,302832244;1,399243141;0,359702502
7263;-118,23;34;35;167;60;267;55;1,5227;350000;<1H OCEAN;4,854545455;0,625468165;0,359281437
4618;-118,3;34,07;26;2107;757;2660;740;2,3375;282300;<1H OCEAN;3,594594595;0,792105263;0,359278595
16181;-121,3;37,95;9;674;242;575;193;2,2024;45000;INLAND;2,979274611;1,172173913;0,359050445
8399;-118,37;33,94;29;2265;813;3425;781;2,3675;149400;<1H OCEAN;4,385403329;0,661313869;0,358940397
14415;-117,21;32,8;19;786;282;525;229;1,7273;137500;NEAR OCEAN;2,292576419;1,497142857;0,358778626
4426;-118,24;34,07;27;223;80;249;82;1,6136;137500;<1H OCEAN;3,036585366;0,895582329;0,358744395
14637;-117,2;32,79;29;1213;435;654;246;4,5987;255600;NEAR OCEAN;2,658536585;1,854740061;0,358615004
5821;-118,25;34,12;21;739;265;861;246;2,4856;181300;<1H OCEAN;3,5;0,858304297;0,358592693
4559;-118,25;34,06;12;4011;1438;1673;1088;5,3081;287500;<1H OCEAN;1,537683824;2,39748954;0,358514086
4316;-118,34;34,09;5;2665;954;1733;766;2,3568;204700;<1H OCEAN;2,262402089;1,53779573;0,357973734
8912;-118,46;34,02;29;2329;833;1953;800;2,6639;233300;<1H OCEAN;2,44125;1,192524322;0,357664234
14624;-117,18;32,76;17;711;254;327;227;2,6493;67500;NEAR OCEAN;1,440528634;2,174311927;0,357243319
5465;-118,51;33,98;40;1901;679;865;587;2,3417;425000;<1H OCEAN;1,473594549;2,197687861;0,357180431
11136;-117,95;33,84;32;1378;492;1202;448;3,4028;183700;<1H OCEAN;2,683035714;1,146422629;0,357039187
8461;-118,34;33,91;8;3937;1404;2691;1142;2,4741;185700;<1H OCEAN;2,356392294;1,463024898;0,356616713
7471;-118,21;33,94;34;892;318;1443;341;2,1903;162500;<1H OCEAN;4,231671554;0,618156618;0,356502242
4527;-118,22;34,05;43;1153;411;1667;409;1,9402;139300;<1H OCEAN;4,075794621;0,691661668;0,356461405
5807;-118,26;34,14;29;3431;1222;4094;1205;2,2614;248100;<1H OCEAN;3,397510373;0,838055691;0,356164384
4100;-118,37;34,14;8;4382;1560;2138;1411;3,5714;197900;<1H OCEAN;1,51523742;2,049579046;0,356001826
6522;-118,03;34,06;24;2343;834;3537;824;2,1094;135200;<1H OCEAN;4,292475728;0,662425785;0,355953905
15534;-117,1;33,12;12;961;342;315;201;0,813;275000;<1H OCEAN;1,567164179;3,050793651;0,355879292
4556;-118,24;34,06;19;2870;1021;3325;978;1,7395;162500;<1H OCEAN;3,399795501;0,863157895;0,355749129
4827;-118,31;34,03;29;2438;867;2114;753;0,8351;150000;<1H OCEAN;2,807436919;1,153263955;0,35561936
6653;-118,14;34,15;17;1896;674;971;652;0,8438;175000;<1H OCEAN;1,489263804;1,952626159;0,355485232
6302;-117,96;34,02;33;349;124;460;83;2,375;133300;<1H OCEAN;5,542168675;0,758695652;0,35530086
4891;-118,25;34,02;35;1368;486;2239;461;1,913;114300;<1H OCEAN;4,856832972;0,610987048;0,355263158
5806;-118,26;34,14;51;902;320;650;334;1,5417;268800;<1H OCEAN;1,946107784;1,387692308;0,354767184
17768;-121,85;37,36;15;3148;1116;3556;1037;3,0466;159600;<1H OCEAN;3,429122469;0,885264342;0,354510801
5089;-118,28;33,98;19;883;313;726;277;0,9809;121400;<1H OCEAN;2,620938628;1,216253444;0,354473386
7268;-118,22;33,98;34;2283;809;3032;832;2,4387;175000;<1H OCEAN;3,644230769;0,752968338;0,3543583
4255;-118,35;34,1;16;2930;1038;1648;980;2,6458;372200;<1H OCEAN;1,681632653;1,777912621;0,354266212
15714;-122,43;37,78;10;2380;843;1245;789;1,3062;220000;NEAR BAY;1,577946768;1,911646586;0,354201681
18257;-122,08;37,37;29;1229;435;707;194;7,1108;465000;NEAR BAY;3,644329897;1,738330976;0,353946298
3815;-118,48;34,22;22;3430;1214;3618;1092;2,1974;93800;<1H OCEAN;3,313186813;0,94803759;0,35393586
4659;-118,32;34,05;42;3343;1183;3480;1146;1,9923;250000;<1H OCEAN;3,036649215;0,960632184;0,353873766
4824;-118,31;34,05;26;1809;640;2543;640;2,3536;500000;<1H OCEAN;3,9734375;0,71136453;0,353786622
14425;-117,25;32,79;27;848;300;455;298;3,0774;275000;NEAR OCEAN;1,526845638;1,863736264;0,353773585
4393;-118,27;34,08;38;2265;801;2899;792;2,5521;157500;<1H OCEAN;3,660353535;0,781303898;0,353642384
4296;-118,29;34,09;29;2240;792;2254;739;2,3317;172500;<1H OCEAN;3,050067659;0,99378882;0,353571429
4277;-118,31;34,1;34;399;141;482;134;1,625;67500;<1H OCEAN;3,597014925;0,82780083;0,353383459
19955;-119,32;36,25;21;1231;435;609;206;2,8365;90000;INLAND;2,95631068;2,02134647;0,353371243
8279;-118,16;33,78;29;3684;1301;3891;1143;1,6955;179700;NEAR OCEAN;3,404199475;0,946800308;0,353148751
4242;-118,32;34,11;48;4472;1579;2796;1397;2,3974;410700;<1H OCEAN;2,001431639;1,599427754;0,353085868
17486;-119,83;34,44;35;796;281;567;257;2,1389;260000;NEAR OCEAN;2,206225681;1,403880071;0,353015075
14313;-117,14;32,7;48;510;180;545;132;1,8008;86500;NEAR OCEAN;4,128787879;0,935779817;0,352941176
5803;-118,25;34,14;30;1615;570;1245;544;1,8929;196900;<1H OCEAN;2,288602941;1,297188755;0,352941176
205;-122,23;37,78;44;2340;825;2813;751;1,6009;118100;NEAR BAY;3,745672437;0,831852115;0,352564103
4390;-118,26;34,07;36;2306;813;2823;765;2,0214;170500;<1H OCEAN;3,690196078;0,816861495;0,352558543
4451;-118,21;34,07;42;902;318;1312;323;1,9375;168800;<1H OCEAN;4,061919505;0,6875;0,352549889
4945;-118,29;34,01;40;885;312;799;221;1,1667;143800;<1H OCEAN;3,615384615;1,107634543;0,352542373
3974;-118,58;34,19;15;3061;1079;2173;1078;2,85;187500;<1H OCEAN;2,015769944;1,408651634;0,352499183
855;-122,01;37,59;2;838;295;240;149;2,875;237500;NEAR BAY;1,610738255;3,491666667;0,35202864
2736;-115,56;32,79;20;2372;835;2283;767;1,1707;62500;INLAND;2,976531943;1,038983793;0,352023609
4768;-118,37;34,03;37;1236;435;966;292;3,0694;122200;<1H OCEAN;3,308219178;1,279503106;0,351941748
17698;-121,83;37,32;17;1887;664;1906;597;2,5652;165300;<1H OCEAN;3,192629816;0,99003148;0,351881293
20308;-119,17;34,19;28;1444;508;2145;437;1,6964;175000;NEAR OCEAN;4,908466819;0,673193473;0,351800554
6709;-118,15;34,14;45;543;191;454;181;2,3;55000;<1H OCEAN;2,508287293;1,196035242;0,35174954
20246;-119,18;34,24;17;629;221;514;186;3,2847;112500;NEAR OCEAN;2,76344086;1,223735409;0,351351351
5389;-118,39;34,03;19;1450;509;746;437;3,1415;55000;<1H OCEAN;1,707093822;1,943699732;0,351034483
5794;-118,24;34,14;27;2909;1021;2614;935;2,1444;229000;<1H OCEAN;2,795721925;1,112853864;0,350979718
9598;-120,48;37,3;39;1015;356;875;313;1,5;67000;INLAND;2,795527157;1,16;0,350738916
5329;-118,45;34,04;23;3771;1321;2031;1241;2,7679;277500;<1H OCEAN;1,6365834;1,856720827;0,350304959
168;-122,25;37,8;29;2468;864;1335;773;1,3929;193800;NEAR BAY;1,727037516;1,848689139;0,350081037
5626;-118,27;33,78;21;3354;1174;4426;1110;2,5262;167300;<1H OCEAN;3,987387387;0,757794849;0,350029815
14127;-117,08;32,76;18;1704;596;1639;548;1,7391;125000;NEAR OCEAN;2,990875912;1,039658328;0,349765258
17550;-121,88;37,33;35;3300;1154;3120;1075;1,473;213600;<1H OCEAN;2,902325581;1,057692308;0,34969697
4573;-118,27;34,07;32;1657;579;2071;598;2,1135;152500;<1H OCEAN;3,463210702;0,800096572;0,349426675
14296;-117,14;32,71;32;719;251;894;208;1,8456;103100;NEAR OCEAN;4,298076923;0,804250559;0,349095967
20504;-121,51;38,58;42;1822;636;1372;560;1,2542;76000;INLAND;2,45;1,327988338;0,349066959
10901;-117,86;33,76;15;851;297;1326;254;2,8289;117500;<1H OCEAN;5,220472441;0,641779789;0,349001175
7180;-118,18;34,04;36;1807;630;2118;669;1,55;129000;<1H OCEAN;3,165919283;0,853163362;0,348644162
19795;-123,21;40,51;16;241;84;152;61;1,375;48800;INLAND;2,491803279;1,585526316;0,348547718
117;-122,25;37,83;28;5022;1750;2558;1661;2,4234;218500;NEAR BAY;1,540036123;1,963252541;0,348466746
4297;-118,28;34,09;38;790;275;664;194;3,0357;175000;<1H OCEAN;3,422680412;1,189759036;0,348101266
5820;-118,25;34,13;36;2946;1025;2542;912;2,2244;255900;<1H OCEAN;2,787280702;1,158929976;0,347929396
17527;-121,89;37,34;46;1197;416;898;370;2,1714;190600;<1H OCEAN;2,427027027;1,332962138;0,347535505
8815;-118,34;34,09;37;1442;501;998;503;2,4432;200000;<1H OCEAN;1,984095427;1,44488978;0,347434119
9849;-121,89;36,59;18;2700;937;1042;744;3,1364;150000;NEAR OCEAN;1,400537634;2,591170825;0,347037037
2004;-119,79;36,74;35;853;296;1228;289;1,0513;39600;INLAND;4,249134948;0,694625407;0,347010551
10944;-117,87;33,75;14;5526;1916;6799;1796;2,6561;144400;<1H OCEAN;3,785634744;0,812766583;0,346724575
7224;-118,16;34,02;34;1474;511;1962;501;1,8715;139600;<1H OCEAN;3,916167665;0,75127421;0,346675712
10562;-117,76;33,71;15;1010;350;470;342;3,2229;108300;<1H OCEAN;1,374269006;2,14893617;0,346534653
8887;-118,5;34,02;24;2924;1013;1492;943;2,775;291700;<1H OCEAN;1,582184517;1,959785523;0,346443228
291;-122,16;37,77;47;1256;435;570;218;4,375;161900;NEAR BAY;2,614678899;2,203508772;0,34633758
